text,label
Selain ambulans dan damkar,0
aku cuma mau ngalah sama damkar dan ambulance😌😌,0
haahaa😂😂,1
Rakyat bayar pajak lebih besar dari pada pejabat😂🤣,1
"liat dah di jepang,dia minta maaf dulu",1
kyak jln dia sendiri aja,1
lah yohhh,1
dkira yg kerja mreka aj,1
"Pemerintah sadar tidak sih, semua rakyat Indonesia sudah benci kepada mereka.",0
"padahal udh d kawal gitu yaa .. tpi kerjaannya cmn 0,00001% yang slese😭",0
"buru buru mau kemana sih, kaya kerja aja",0
sing bayar dikon monggir 😂,1
oalah di jkrta emg bunyi nya totot wukwuk nya singkat ya 😭. kirain tottotwukwukktottotwukwukkk..,0
positif thinking mungkin yg d dalem mobil itu jenazah😌,1
up,1
Berat amat jadi rakyat harus ngalah sm pejabat,1
setujuuu polll,0
"Setuju..
Penguna jalan mempunyai hak yang sama ..
ga mau macet jalan lebih pagi...!!",0
duduk samarata berdiri tanpa raja,1
mentang mentang mobil mahal,1
ambulance beantly 🤣🤣🤣🤣🤣,0
stop jangan mau ngalah sama pejabat,0
"@thesafaw:padahal uda disindir banyak disosmed kyk gini kok masi aja banyak oknum yg minta pengawalan,,,ga bisa nolak fulus berbicara",0
mau rekreasi aja dikawal😹,2
"sekalian untuk lapu biru di atas di matikan jika tidak ada tugas penting, bikin silau di malam hari. terutama di tol",0
NKRI: negaranya para pajabat,1
jir Rolls-Royce phantom,1
Gw yang ngalangin,1
"anjai mobilnya , dapet darimna ye ..",1
tapi mobilnya Roll Roy's itu pajak disini juga mahal 500jt😞😌😭,1
:Suara rakyuat az gak mrk dengarkan..kenapa rakyat harus kasi Jalan buat mreka ???? 🔥🔥,0
"Tujuh prioritas angkutan jalan, sesuai Pasal 134 UU LLAJ, adalah kendaraan pemadam kebakaran yang bertugas, ambulans yang mengangkut pasien, kendaraan pertolongan kecelakaan, kendaraan pimpinan Lembaga Negara RI, kendaraan pimpinan pejabat negara asing, iring-iringan pengantar jenazah, dan konvoi kepentingan tertentu sesuai pertimbangan polisi. Pengguna jalan wajib memberi jalan pada kendaraan-kendaraan ini, tidak memblokir, dan menepi dengan aman agar mereka dapat menjalankan tugasnya.",0
sok penting mereka itu padahal kita yg gaji juag😌,0
buru² banget ke kerja aja 😂,1
gk usah d kasih jalan,0
klau di stop di kawal gini... polisi mau kerja apa lgi??,1
pejabat gak ada kerja malah mau diprioritaskan,2
yang pertama sama kaya yang pake cybertruk tesla..,1
penguasa lewat penguasa lewat,1
"yang harusnya prioritas di jalan itu bukan pejabat, tapi pejalan kaki😏",1
bagaimana jika kepolisian tau dan merubah TUT TUT WOK WOK jadi Sirine ambulan?,0
ups DPR bukannya dibayarin pajak Ama negara yah?,0
buru² banget mau berak kah,0
MAU KEMANA BURU BURU..PALING TIDUR KALO DAH SAMPE....,0
"jangan"" mereka mikir dirinya bangsawan kali, sampe harus diprioritaskan dulu tuh mau kemana"" 🗿",0
"STOP ! STROBE SIRINE.
Kalian hidup dr pajak rakyat
kami akan memberi jl bagi ambulan dan Damkar.",0
,1
"oh yg ini bunyinya...penasaran sm sound ""wuk wuk tat tot tat tot""..😀😀😀",0
sampai dijalan aja rakyat harus mengalah memberi jalan buat pejabat...tapi sampai hari ini kita lihat kerja pejabatnya ..becus atau tidak??,0
setuju jangan kasih jalan mereka itu GK penting,0
"Tujuh prioritas angkutan jalan, sesuai Pasal 134 UU LLAJ, adalah kendaraan pemadam kebakaran yang bertugas, ambulans yang mengangkut pasien, kendaraan pertolongan kecelakaan, kendaraan pimpinan Lembaga Negara RI, kendaraan pimpinan pejabat negara asing, iring-iringan pengantar jenazah, dan konvoi kepentingan tertentu sesuai pertimbangan polisi. Pengguna jalan wajib memberi jalan pada kendaraan-kendaraan ini, tidak memblokir, dan menepi dengan aman agar mereka dapat menjalankan tugasnya.",0
stujuu,0
itu mobil mewah. aku kalo punya RR apa Bentley juga pake wut wut tot tot meski aku jg gk suka sm pejabat tot tot wut wut cuman aku gk mau mobil ku kena macet kalo pake mobil mewah,2
ambulans jangan kan pak ambulans udh menyelamatkan rakyat sama damkar damkar juga rakyat,0
yes bener.. seneng deh klo rakyat bersatu gini. kita tuh udh mu ak bgt sm totot wokwok ya,0
konvoi moge jg sering pake tot tot wok wok,0
"betul......hanya rombongan Presiden, ambulance & pemadam kebakaran saja.",0
sama tamu negara kak,0
Gassss,1
setuju,0
Marked & Unmarked police cars too!,1
"tambahin, sama tamu negara juga",0
Betul sekali,0
nahh setujuuu,0
satu lagi sama tamu negara,0
YES setujuuu,0
presiden aja mendahulu kan ambulan ma damkar,0
setuju,0
nahhh iya,1
yang di vidio mobilna RR siapa yang punya ini. ada yg tau,2
"maklum gaes mobil mevahhhh takut lecet makanya butuh pengawalan ketat, ayook bilang berjamaah....preeettttttt",2
bagaimana dengan herlydavidson 😳,1
silau anj,1
sbnrnya simpel klo lu pada gk mau kena macet brangkat dari rumah jam 3 pagi terus nyampe kantor molor tohh kerja kalian kan cuman molor doang.. ehh gmna gmnaa... 🤔🤔,0
ya tinggal kasih jalan apa susahnya sih,2
Mau bobo di gedung aja buru buru amat,1
"VIRALKAN,#STOP WUK WUK TUT TUT",0
"oknum "" Pejabat / org ngaku"" sultan Bayar pajak kaga ....minta jlan mulus mau ngk mau rakyat yg ngalah ... lah rakyat yg bayar pajak panas kehujanan di jalan sabar macet""an 🫩😩😏",0
pejabat naiknya Rolls-Royce Phantom loh ya🤭,1
"stop bilang ""PEJABAT"" lebih enak Pembantu Rakyat",0
"asli cuma suara ini yang bikin suka kesel dihati pikirnya kenapa sih buru"" amat emang ada apa",0
klau gk mau kena macet lebih awal brngkt jngn smpai mgnggu Kebisingan djln,0
Ga mau macet berangkat subuh,0
itu si rois abis jarah uang kalean. gimana rasanya naik mobil super mewah yg beli in rakyat?,1
pengen cpet2 kaya kerja aja,0
block aja,1
"mereka hanya bertugas karena sang pejabat ngatur waktunya mepet,jd ngegampangin jalanan lancar dibukain jalan sama patwal",2
"gua udah bayar pajak buat nikmatin fasilitas jalan, eh malah disingkiri 😹",0
"makanya pejabat tu d gaji pajak rakyat, buat menyelesaikan masalah macet. Bkn malah mengistimewakan jabatan di atas kemacetan rakyat di jln.",0
emang itu bukan presiden ya..?? terus itu siapa???,1
apa salahnya sih toh ga merugikan siapapun. daripada kebanyakan protes mending saling memaklumi saja kan bisa 🙏🏻,2
klo g mau datang terlambat bangun lebih pagi .. masyarakat yg bayar pajak buat hidup merka aja begitu kok klo kerja,0
seakan akan jalan ini milik mereka😌,2
"Buset, continental GT... si anis mana bisa😹😹",1
berisik...,1
justice!,1
"Ga mau minggir selain untuk R1, R2, TAMU NEGARA, AMBULANCE & DAMKAR. Semua yg di jalanan jg mau cepat sampe tujuan, jalanan macet ya sabar ikutan macet, takut telat ya berangkat lebih awal. Kalo ada yg marah2 krn ga mau minggir/kasih jalan, cukup video dan viralkan aja 🫵🏻 apalagi rata2 mobil skrg udah ada dashcam nya jg 😏🫵🏻",0
samasama bayar pajak kok klean seenaknya😒,0
dan yap keliatan lagi mobil xpander,1
mentang mentang kayak jalannya sendiri,1
setuju..,0
5k aja nih dapat 2 stiker☺,1
dalam kasus kaya gini ada ga ya ceo yang wuk wuk karena memang mepet waktu nya?,0
Di pik banyak warga sipil pakai plat mibil apara negara. Toto tot wuk wuk tiap ud musik sehari hari di pik.,0
buru² amat kek kerja aja,0
mobil apa itu???,1
buru buru kaya yg mau kerja aja,0
RR itu yg dikawal mobil siapa ya?????,1
twit twit bgtu bisa order jasa lewat polri kan ya ?,0
ada x pander lariiii😭,1
"pernah duduk d trotoar di saparua bandung,,, disuruh berdiri jangan duduk soalnya mau ada jndral lewat ""duduk ny d kursi ka jngn d bwah"" padahal kn udah lari ga boleh nekuk🥲
hrus sgtunya ngehormati jendral🥲pret",1
siapa sih di dalam sampai mesti diprioritaskan?,1
kalo yg rombongan pasukan kuning gmn?,1
"iya, pejabat (selain presiden) ngebut urgensinya apa ya?
gak ada manfaatnya juga buat masyarakat",1
yg punya negarakah ?,1
sama Jaksa Agung oke lah tet tet wut wut karena emang orang sangat penting selebihnya wesss kebanyakan bkin kacau,0
Satu lgi TNI👍👍,0
Sip 👍,1
Kalau tamu negara gimana?,0
sangat setuju,0
gk ada embel² yg wajib d prioritaskan cuma 2 yaitu ambulance dan damkar,0
setuju,0
saya pernah digaplok bang ngerih juga kalo ga ramai2,2
sama Dubes negara sahabat,0
apa lagi DPR engah usah bukain jln,0
bagaimana kalau tamu negara,0
Setuju 👍,0
Satu lagi ya bos... STARLING JGN DILEPAS ABIS NIH PINGGANG PINGIN NGOPI MULU KALO ADA DIA ORANG ..candaaaa 😅🙏,1
"benar bnget,, jngn mau pokok ny toh sama2 di jalan, sama2 cari makan,, mrk enak bnget dah di gaji am kita tmbh di injak2",0
betul.mentang2 orang kaya pada mau menguasai jalan.,0
apalagi dpr😏,1
presiden aja berada di urutan ke 4,0
di era skrg enak ya rakyat berkuasa,0
Prinsip saya kayak gini dahh🤣🤣,1
"kalau ada pengawalan warga biasa jangan diberi jalan,apalagi iring2an moge.",0
"apalagi rombongan touring motor yaa Allahh ganggu bgt mana berisik knalpotnya😭 mungkin emg beberapa motor emg berisik dari sananya yaa, tapi apa sih untungnya knalpot berisik😭😭😭",1
"presiden,tamu negara ambulan dan damkar itu lebih baik di prioritaskan
selain itu dilarang",0
kayak kerja nya bener aja,1
salah satu tindakan Indonesia maju💪,0
"Yg gue hargain saat ini sebagai pemerintah cuma presiden dan wakilnya, selebihnya gaada harganya di mata gue, sederajat pokokna mah",0
"padahal mobil mobil mereka ga byr pajak,,pajak mereka yg nanggung negara dan uang negara berasal dr pajak..enak kali jd pejabat yAh ..",1
"Tapi emang ganggu bgt, apalagi buat orang panikan kyk aku jadi gak konsen berasa bikin salah trus dikejar polisi.",1
"Aku pernah gara2 telat bangun ga ikut ujian , trus ikut susulan gr2 macet parah . Dr sana jd blajar kl ad hal2 yg di agp penting , bangun lebih awal krn kita ga pernah tau ap yg bakal kejadian d jalan . Kalo rakyat biasa ky ak aja bisa belajar . Knp pemerintah dgn jabatan tinggi gak bisa??? Bukankah urusan negara dan rakyat itu penting ?🙂memilih jabatan tinggi udah tau dong tanggung jawab dan kewajiban ...",1
Hahahaha Kaya benar aja kerjanya...🤣🤣,1
kyk kerja dia bener aj 😅,1
gw pernah baru bisa bawak mobil d tanjakan macet ada suara kayak gini langsung tremor panik😭,1
buru buru amat kayak kerjanya bener aja,1
itu duit kita semua yang dipake,2
"klo saya di jalan ada rombongan pejabat saya g' pernah minggir, kecuali ambulan",0
Jangan dibukain jalan woy,0
emng mau kmn buru2 sakira na rusuh mah mangkat ti kamari,1
"Di Konoha,,,Sekelas pelayan lebih tinggi derajat nya dr pada bos nya...Yg gaji harus ngalah Ama yg di gaji. Pelayan lebih mewah hidup nya dr pada bos nya...🤣🤣🤣",0
"pas diikuti, brentinya di salon😂",1
yang hak itu mungkin ambulance dan Damkar,0
"Netzen, Kalian lupa tuntutan rakyat yg sesungguhnya , bagaiman wakil2 mu bekerja saat ini semudah itukah kalian lupa???",0
Kasih lagu elang min,1
digaji pake pajak rakyat kok sepenting itukah mereka,0
Rezim omon omon rakyat makin sulit si hedon malah disuruh ngurusin anak muda,1
tadi pagi njir aku mau ke pasar naik motor tumben ada polisi ngatur jalan trnyata ada rombongan anak bupati nikahan sirene mobil polisi brisik bgt polisi yg dipnggir jalan ngatur jalan smbil bilang awas awas minggir2,2
tapi takut bgt dalemnya tamu negara🤣,0
gk usah di bukain kita sma2 bayar pak pajak kok emangnya jaln raya punya mereka aja seenknya,0
karena polisi nya dibayar buat ngawal,2
biasa aja lah KL cm pejabat kementerian,0
"kalok kek gini gimana pejabat bisa mengatasi kemacetan, soalnya dia ke mana"" di kawal jadi menurut dia untuk mengatasi kemacetan itu tidak terlalu penting. karena dia gk ngerasain kemacetan",1
kaya penting pentingnya aja,1
urgent inya paling mau makan mie ayam di prapatan,1
"pake di kawal segala, kayak yg bener aja kerjanya",2
gajih ti rakyat g belagu,1
"TAK ADA LAGI PENGAWALAN KHUSUS
DI JALAN SEMUA SAMA
KECUALI AMBULAN & DAMKAR",0
buru2 karna mau tidur di kursi empuknya🗿,0
intinya khusus emergency doang.pejabat entah presiden menteri dan yang lain d larang pake.,0
itu pejabat wajarlah mendapat pengawalan,2
setuju,0
dan tamu negara juga,0
"setuju ,lagian dia yg makan pajak kita ,malah kita yg tunduk sama dia",0
"betul,",0
Setuju.,0
Gimana nanti kalau ada yg nebeng??,1
woooy selain pejabat negqra polisi damkan ambulan itu ada undang2nya pakai strobo sirine...selain itu nga ada...,0
betul👍,0
betul,0
"di Undang2 yg boleh pake pengawalan Hanya Presiden dan duta besar,",0
wapres gak masuk list yaa..,1
idem,1
setuju ini,0
"Se7, masyarakat udah kecewa. Menurut gua karna itu. Jadi udah ga ada respect",0
"bahkan mulyono kasih perintah iring""an di jalan umum harus senyap",2
presiden sm wakilnya aja ga pake sirine 😂,0
"setuju.. kita sma"" penggun jalan",0
Setujuuuu 🔥,0
sama kalau ada nikahan juga sih,2
loh bisa saja ada pejabat yg bener2 ingin mencapai tujuan tertentu buat ambil sesuap suapan dari penyuap yg ingin menyuap dan bersuap,1
setuju,0
"di jalan pengen cepat sampai kantor, ketika sudah di kantor pengen cepat pulang kerumah, itulah pejabat Konoha.",0
APALAGI RAKYAT YG BAYAR PAJAK...JDI RAKYAT PUNYA HAK. KGN MENTANG2 PEJABAT GK MAU IKUT SAMA2 SEPERTI PNGENDRA LAINNYA,1
cuekin aja kcuali ambulan sama Ri 1 biar polisi kerja ngurai kemacetan,0
"sudah polusi udara, polusi suara juga",0
stop gak ada hak dia,0
mau ngapain sih tu..kebelet ee ya ...hmmm,1
kaya penting aja loh,1
"heran sama mobil²pejabat ini!!
kerja aja ga bener,di jalan merasa sipaling bisa kerja😂🤪",0
"setuju, kembalikan ke undang undang lalu lintas,.",0
Sok sibuk semua,1
setuju lah stop tot tot wuk wuk,0
terkecuali relawan ambulans ya 🙏🏻itu benar benar urgent kalau sedang macet kita relawan harus pakai tot tot wuk wuk,0
setuju matikan strobo dan rotator baik itu mobil dinas TNI. polri atau siapa pun ke cuali ambulan dan damkar serta mobil patwal jalan tol,0
"ambulance melanggar lalulintas untuk bawa pasien
polisi : woy elu kena hukum!!!!
artis mau pergi ke salon
polisi : jalan luas untuk anda 🥰😍😘",1
stop strobo jangan kasi jln kecuali Damkar sama ambulance,0
cepat cepat emang kerja?🤭,1
Sri sultan gak pernah pake ginian,1
pake kawalan gitu kyk pemerintah nya kerja serius aja🤣,2
"bintang 2 masih planga plongo, udah kaya presiden aja.",2
"hanya ambulance dan damkar kita hormati,yg lain masa bodoh",0
"kalo yg wajib, tamu negara ok lah, kalo pejabat atau pengusaha, atau org norak lainnya, bisiiiing ajg",0
ini yg pake vario paling depan gagah😂,1
mungkin perlu diganti dgn telolet Basuri 😂,1
serasa org paling penting,0
giliran ambulanc sama damkar ga dikawal,0
betul sekali 👍 presiden aja nggak tot tot tot Mulu kok,0
setuju,0
"bener,gak mau macet naik anj aja naik anj",0
Yes,0
setuju,0
emng nya sanggup beli mobil roll royce? itu mobil mahal kalo lecet dikit aja perbaikan nya berjuta2,1
Kereta?,1
bahkan raja yogja saja tanpa pengawalan. biasakan untuk yg urgency saja seperti ambulance. dan damkar.,0
betul,0
setuju baget ituh hanya cari cuan ajah,2
"tadi gw dijalan ada yg wut wut, ga gw kasih jalan, trus gw pegang kamera eh dia ngurangin laju kendaraannya",1
"Yang berhak mendapat pengawalan polisi meliputi 7 jenis kendaraan yang diatur dalam Undang-Undang Lalu Lintas dan Angkutan Jalan (UU LLAJ) Nomor 22 Tahun 2009, yakni kendaraan pemadam kebakaran, ambulans, kendaraan untuk memberikan pertolongan pada kecelakaan, pimpinan lembaga bantuan sosial, kendaraan pimpinan dan pejabat negara asing, serta konvoi dan/atau kendaraan untuk kepatuhan tertentu menurut petugas polisi.
Selain itu, masyarakat umum pun bisa mengajukan permintaan pengawalan untuk kejadian mendesak atau kepentingan umum lainnya, asalkan memenuhi persyaratan dan telah dikaji urgensinya oleh pihak kepolisian
--copas google",0
presiden juga ga usah,2
setuju,0
"SETUJUUUUU🔥🔥🔥🔥
Orang kita yang bayar dia, harusnya dia tunduk sama kitaa🤣🤣",0
NEPAL,1
Kereta api gimana bg ?,1
siap ketua,1
siap👍,1
Giliran ambulans aja lu pd gada ngepatwal 😒,0
tunjukan kita bisa ...,1
harus di ubah peraturan ini ambulan damkar dan presiden yg boleh yg lain tidak boleh,0
"begitulah adek-adek bawah motor dijalan..harus pintar 2, nyalip2, kekanan kiri...",1
artis2 juga byk makek ginj,1
"menurut info,kalo kita bayar bisa ya dikawal dengan strobo mobil atau motor dinegri indonesia ini?",2
setujju jgn minggir! kecuali damkar dan ambulance,0
@gerindra kasih tau tuh bawahan prabowo,1
setuju,0
Se 7,0
presiden juga biarin aja,0
Gibran lu gk hitung bang? 🗿,1
presiden pun juga gak perlu dikasih jalan. ngapain wong jalan bareng rakyatnya juga gak salah. udah dikawal ketat masak masih takut dengan rakyat sendiri,2
"maaf kak agak tidak setuju. presiden itu pekerjaannya internasional. bukan lagi nasional, apalagi daerah doang, levelnya beda dan harus tepat waktu. tapi biasanya presiden sihh jarang gunain kek ginian dan gak selebay ini penggunaannya, karna tinggal+kerja dalam istana",0
Presiden aja ga pakai strobo ka,0
setuju. pejabat biar ga telat berangkat lebih awal dr rakyat,0
masok,1
mending ambulans aja nggak sih karna itu prioritas,0
tapi paling si oknumnya di gaji bagaimana ?,1
SETUJU,0
Setuju,0
sejutuuuuu,0
betul cm itu aja yang penting,0
"betul. sangat menggangu, apalagi di toll. semua bayar jadi harus sama merasakan kemacetan ...",0
setujuuuuu,0
partai coklat dapet duit ceperan brapa ya kira kira 🤣🤣? tau sendirikan mereka tuh lagi cari ceperan guys,2
😂,1
😝,1
🥰,1
🤣,1
💩,1
🤭,1
😫😫😫,1
🥰,1
😁,1
😏,1
🥰,1
🥰,1
💪,1
🤣🤣,1
🙏,1
😁,1
🥰,1
👍,1
🥰🥰🥰,1
😂,1
🤣,1
🗿,1
🥰,1
😌,1
👍👍👍,1
😁,1
😭,1
🥰,1
😀,1
😏,1
gak usah di bukain jalan itu gak ada gunanya,0
"masarakat harus kompak jangan di kasih jalan tot tot wuk wuk,kcuali ambulan bawa yang sakit",0
selain RI 1 dan bulance jangan kasih jalan kita yang bayar pajak klu mau lancar suruh bikin tol sensiri,0
"betul dah kyk punya negara sendiri, kelakuan dah makin parah pejabat yg di gaji rakyat",2
"uk mengejar penjahat.
Di Indo sirene di bunyikan buat kawal penjahat.",0
aelahhh yg dijalan juga pd mau brangkat kerja kali😒,1
gw bingung kadang ma ni negara… semakin hari semakin aneh2.. kita rakyat kecil cuma pingin cari makan.. tp kadang di jln harus mengalah demi mereka2 yg notabene wakil rakyat atau pejabat yg harus nya bantu rakyat..hidup mereka udh enak tp tetep minta di istimewakan.. dn aneh nya di dukung sama pemerintah…hal2 kaya gini jadi dinormalisasi.. kita bingung kl di jln denger wak wok wok itu.. ga minggir mereka kadang arogan sama kita..kita rakyta kecil suruh tetep ngalah..,1
Sampai titik ini udah gak respek lgi sama coklat2🤣,1
Tim cameramen seperti ini sengaja di kemas sangat menarik karena sdh di persiapkan agar rakyat lupa terhadap tuntutan yg sebenarnya.,1
kita balas aja kita bunyiin klakson kita kalau di jln ada yg nyakain strobo. biar rame sekalian 🤣,0
wuk wukk bawukk,0
"1. Damkar
2. Ambulance
3. Presiden dan wakil
4. Kang paket barang dan makanan( karena salah satu sumber kebahagiaan kalau datangnya cepet 😂😂)",0
hanya di Konoha yang beginian,1
biarin ngerasain macet dong.. justru biar nantinya bikin kebijakan infrastruktur baru biar ga macet lagi,0
prabowo apa kabar dengan oknum institusi yang kau pimpin?????????mmg boleh ya??????????? luar biasa negeri anda pak,2
"iya di sini juga pada g suka
kalo lewat ga di kasih jalan",0
jgn mau minggir,0
sikap arogansi pemerintah,0
yang boleh pake sirine pemadam sama ambulance orang sehat gausah mau ngapain pake sirine udah dikawal juga cukup,0
boleh gak yg bunyi tuh ditumbuk sama batu🗿,0
😁,1
🥰,1
😂😂😂,1
😁,1
😂,1
betul,0
Kakk 😭 tapi presiden malah ga pake tot tot wuk wuk weyy🥰🥰🥰,0
"kompak ya jgn ada yg minggir, kalo perlu halangi aja",0
"setuju bgt, aq peranh dari belakang di tot2 mobil patwal, bodo amat , toh emank kondisi di dpn juga ladi padar merayap, buru2 amat mo kemana sih, kebelet boker kah 😅😅",1
"Presiden aja ga pake kak,kmrin ke bali presiden lewat ga pake wutwut ini",0
kl mobil presiden harus diiringi sama mobil TNI gak pakai sirine,0
"yap setuju sih.
selain presiden sebagai kepala negara, damkar yg sedang darurat karena mungkin ada kebakaran, ambulance yg sedang bawa pasien dan terakhir polisi yg sedang ngejar buronan atau ngejar maling/begal.
selain 4 itu, dilarang ngasih jalan.",0
dan tamu negara kecuali mamerika,0
termasuk rombongan MOGE ... seenaknya sendiri minta dikawal polisi.. dan jalan dipakainya sendiri.... 😡,1
"Setuju,DPR,Instasi Apapun Kasih Bus Jemputan,",2
"Andaikan ada pasien kritis pake mobil pribadi,, terus di kawal polisi gimana,,,",1
"prioritas jalan standar DUNIA :
1. DAMKAR (FIRE RESCUE)
2. AMBULANS (AMBULANCE)
3. KONVOI PRESIDEN (PRESIDENTIAL CONVOY)
4. POLISI (POLICE)
jelas banget ada yg ga terima dengan nomor 4",0
apalagi Mulyono mending ga usah,1
tapi galakkan mereka😡😡🤣,1
"presiden aja ga tot wut wut kak, malah kroco2nya yg banyak tingkah 😂😂😂",0
+ anis ama roy panci dan kroni kroninya🤣🤣🤣,1
"presiden lwat ga ada tuh tat tet tot! adem ayem, tapi kalo lewat saya sangat memahami banget jika pake sirine dan strobo..",0
"maunya sih gitu,apa daya,cuman naik motor,g dikasih jalan,ya ditabrak 😫",2
Ayo rakyat jangan jadikan mereka Istimewa.. !,0
Klo mau cepet ya naek jett,1
😂,1
😂,1
😁,1
🥰,1
😁,1
🔥,1
🙏,1
😁,1
😁,1
😁,1
🥰🥰,1
😂,1
🙏🙏🙏,1
😁,1
@YagtulaDyl,1
💞,1
😁,1
🙈,1
🥰,1
😁,1
"tambah lagi si kejagung bangg kalo gua ya. kan nangkep""tikus dia",1
ngapain presiden diistimewakan?,2
tamu negarapun harus di mukain.,2
kalo memang tidak mau kena macet perginya harus subuh subuh,0
,1
S+7,0
👍👍,1
👍👍👍,1
👍🏻👍🏻👍🏻,1
📌📌📌📌📌📌📌📌,1
"cuma AB 1 tanpa pengawalan tanpa sirine,dilampu merah pun berhenti selayaknya pengguna jalan pada umumnya 🔥🔥",0
"sibuk bangeeet dliat"" ky mai krj aja😏",1
kalo manusia pasti ngerti 😂😂,1
mau kemana kaya kerja aja hasil nya nol besar!!!!!!,1
presiden aja ga pake begituan ini lagi orang dikawal pake gituan,0
🥀🥀🥀,1
🥺,1
😹,1
🔥,1
😂,1
🥰🥰🥰,1
😅,1
🤭,1
😂,1
😳,1
🥰,1
😁,1
😳,1
bner,1
🥰,1
🥰,1
😁,1
😳,1
😂,1
😂,1
😂,1
🤗,1
🥰,1
🥰,1
🥰,1
🥰,1
🥰,1
🤭,1
🗿,1
🥰,1
🙂,1
🥰,1
"siapa sih itu, buru"" bgtt",1
klo mau lancar naek helly bebas macet..kita sama2 byr tol byr pajak.. blajarlah jdivorg sabar antri dijln jgn maen srobot2,0
Kalau buru2 berangkatnya subuh pak 😁🤭,0
"klo pejabat wajar,tpi klo orv kaya yg songong itu baru kasih pelajaran.",1
"kalo saya presiden, saya buatkan tempat tinggal sekeluarga dan kantor masing masing mentri berupa apartemen satu atap biar efesien menghemat anggaran serta tidak capek",1
sakira na rek rusuh mah mangkat na lin tikamari atuh,1
"udah tau macet,bngun nya kesiangan 😒",0
"stop tat tot tat tot, kecuali ambulance & damkar",0
"aparat apa yg lewat itu, kaca mobil full hitam",1
STOP suara strobo tot..tot dijalanan,0
"itu siapa y kira""?",1
👍👍👍👍rakyat aja tiap hari kena macet lah elu di Gaji pake uang pajak byk tingkah klu sampe jg paling tdr klu egk main hp,0
"sipaling penting mau lewatt, kocaknya negeri ini hadehh, kalo ambulan sama pemadam kebakaran mah gpp",0
ai,1
INI LAH INDONESIAN..,1
sepenting itukah...,0
Selain ambulance dan Damkar.... sisanya jangan diladeni. Karna kita sama sama bayar Pajak kendaraan..,0
"stopp wuk wuk wuk, selain untuk ambulance, damkar dan presiden!!",0
Mobil bambang ini,1
min saya sering ketemu dijalan😁,1
"Iring iringan Presiden di jalan saja silent, ini kawalan siapa ngga tau malah tet tot tet tot😳",0
padahal gw yg gajih mereka gw yg macet”an 🤣🤣🤣🤣,0
🔥🔥🔥,1
Mereka merasa jalan umum milik nenek moyang mereka saja mungkin,1
ganggu banget,0
#selainDamkarAmbulanDanRombonganRIjanganKasihJalan,0
🥰🥺🥺🥺all in salsa yg ga dukung salsa itu buzzer,1
Tut tut tut tut wuk wuk wukwuk,0
"jangan ribut sosmed bung, langsung ke MK supaya rubah UU nya",1
KERJAAN KAGAK BECUS MINTA DIBUKAIN JALAN 🗿,0
Kerja tidur doang mereka,2
😁,1
👍👍👍,1
😂,1
😂,1
😁,1
😁,1
😂,1
😁,1
❤,1
@DPR RI @Prabowo @Kepala Kepolisian RI,1
🥰,1
Karyawan kita pada ngelunjak ya,1
yang boleh lewat hanya yang bener bener darurat bukan yang terlambat🤣,0
"kita yg bayar pajak , mereka yg menikmati",0
"Wow Rolls Royce, punyak siapa tuuuh",1
orang kaya mau lewat,1
wut eut tutut tutit pasti orang aya tuh,1
setuju mri rkyat kompak,1
berisik 🙏,1
"masih dicoba, tinggal tunggu ada kejadian aja",1
polisi gak punya OTAK SM MALU...SDH DISINDIR BKAN PERBAIKI DIRI,0
"kasih jalan bro,itu yang di bawa jenazah",1
VOC lewat,1
percepat Reformasi kepolisian contoh buruk seperti ini,0
"sebagai orang kampung pas pertama kali ke jakarta, ngrasa aneh banget. kek tiap lewat jalan baru ada aja totot totot wutwutwutwut😌",0
setuju kecuali untuk 2 kendaraan yaitu damkar dan ambulan baru boleh👍,0
"SETUJU 1000% gw sebel esmosi lagi macet2 denger tutut plot plot kalo mau ngerasain keluh kesah rakyat antri macet, kecuali ambulan damkar RI1 monggo kasih jalan. krn pernah sy ga kasih jalan helm saya di tabok sama yg kawal minggir plokkk anjritt ga.",0
Sangat setuju klo yg lain nggk usah takut,0
"sesuai peraturan undang"" tapi warga indo udah ga respect sama para pejabat",1
mun sakirana rusuh mah inditna timakari,1
di Pikir Dia Doang X Yang Punya Kepentinga,1
setuju banget,0
"gak usah kasih jalan selain ambulan,damkar",0
apa slah nya iri hati terhadap orang lain b aj kapan negara kita maju kalo masih ada iri hati,2
dia kira yg buru2 dia doang kali,0
L A W A N,1
ia brisik,1
mau tidur aja. sampai di kawal,1
artis jg ada yg pake,1
😇,1
😁,1
🥰,1
💪,1
😂,1
😁,1
Baru kali ini seneng liat sigra/calya jadi lane hogger,1
gak ada pemasukan lebih donk bapak2 aparat kalau gak boleh LG ada wuk wuk di jalan. kalau cuma damkar dan ambulance yg boleh pakai ngiung2,2
udah muak di atas rata rata liat para pejabat,0
Astaufirullohhaladim,0
sara. saya cepet pimdah ke ikan semua pak...tinggalin aja itu jakarta...,1
bisa bikin org kaget jatuh,1
"ayo prioritaskan "" Hanya Ambulan dan Damkar""",0
Di negara gw sekarang gak ada tuh pejabat dikawal2. Semua naik transum. Beda kualitas SDM pejabat di Indo.,0
iyalah,1
nanti kalau ada maling keburu kabur ga ditangkap nyalahin polisi jir😹,1
